tt0110476,Viktor Rakov,Anastasiya Vertinskaya,Nikolay Burlyaev,Mikhail Ulyanov,Valentin Gaft,Aleksandr Filippenko,Vladimir Steklov,Viktor Pavlov,Aleksandra Zakharova,Sergey Garmash
tt0494271,Kseniya Rappoport,Michele Placido,Claudia Gerini,Piera Degli Esposti,Alessandro Haber,Clara Dossena,Ángela Molina,Margherita Buy,Pierfrancesco Favino,Nicola Di Pinto
tt0494207,Neri Marcorè,Vincenzo Salemme,Elena Russo,Marco Messeri,Augusto Zucchi,Mariella Valentini,Tosca,Luigi Maria Burruano,Sergio Di Giulio,Nicola Acunzo
tt0492707,Hie-bong Jo,Ju-ryong Kim,So-yeon Lee,Young-hwa Seo,Sadaharu Shiota,,,,,
tt0493051,Misu Khan,Nina Edmonds,Hassan El-Gendi,Ferdusy Dia,Kazi Rahman,Taran Singh,Mohammad Mirza,Rana Quraishi,Farhad Asghar,Raymond Vasquez
tt0493044,Amy Bates,Jessica Blain,Matthew Blain,Sarah Blain,Jessica Carrabello,Chance Caviness,Ashley Cornejo,Ryan Cowan,Dimitri Derrick,Blake Derrington
tt0493425,Anita Gillette,Margo Harshman,Michael Wiseman,Todd Sherry,Avery Sommers,Kevin Dean-Hackett,Michael Paul Levin,Steve Bernie,Joe Petrullo,Rachiel Kennen
tt0494253,Matthew Montgomery,Windham Beacham,Artie O'Daly,Jeremy Lucas,Bret Wolfe,Chuti Tiu,Joel Bryant,Joe Bratcher,Judy Farrell,Kelly Keaton
tt0492962,Goce Balkovic,Goran Brklja,Zoran Brklja,Ana Hamljan Colic,Goran Delic,Dino Dinoni,Zivorad Dordevic,Mima Dukanovic,Fikrija Filipovic,Aleksandar Gemaljevic
tt0494653,Zoje Stage,Angelica Joy,Deborah Stage,Paula D'Alessandris,,,,,,
tt0494640,Ken Watanabe,Kanako Higuchi,Kenji Sakaguchi,Kazue Fukiishi,Asami Mizukawa,Noritake Kinashi,Mitsuhiro Oikawa,Eri Watanabe,Teruyuki Kagawa,Hideji Ôtaki
tt0495158,Chris Pratt,Paula Rester,Brandi Jo Perkins,Christian Bland,Monty Muir,,,,,
tt0494284,Eduard Gabia,Luca Lionello,Chiara Caselli,Luciana Littizzetto,Francesco Maria Dominedò,Gabriel Spahiu,Alina Petrescu,Razvan Cacoveanu,Walter D'Errico,Rolando Matsangos
tt0495034,Ajay Devgn,Arshad Warsi,Sharman Joshi,Tusshar Kapoor,Rimi Sen,Paresh Rawal,Sushmita Mukherjee,Vrajesh Hirjee,Mukesh Tiwari,Sanjay Mishra
tt0492490,Noluthando Boqwana,Andile Kosi,Pauline Malefane,Andries Mbali,Mvuyisi Mjali,Gwebile Jim Ngxabaze,Zorro Sidloyi,,,
tt0495031,Jan Nowicki,Maciej Stuhr,Elzbieta Jarosik,Agata Kulesza,Jerzy Trela,Kinga Preis,Zbigniew Lesien,Zdzislaw Kuzniar,Lucja Burzynska,Robert Wieckiewicz
tt0495167,Raymond Thiry,Dai Carter,Mike Meijer,Hamza Essalih,Fikret Koç,Younes Aoulabdouchth,Leo Ockeloen,Ahmed Salah,Chems Eddine Amar,Yasar Üstüner
tt0495022,Aftab Shivdasani,Ameesha Patel,Esha Deol,Amin Hajee,Ashwini Kalsekar,Hrishitaa Bhatt,Vikas Bhalla,Khushi Dubey,Javed Rizvi,Deepak Qazir
tt0495219,Cándida Villar,Jorge Bosch,Raúl Peña,Víctor Monigote,Yaiza Guimaré,Joan Massotkleiner,Antonio Morant,María Elena Fesser,Maximiliano Márquez,Soledad Mallol
tt0495040,Jannik Lorenzen,Jesper Asholt,Julie Kolbeck,Hanne Hedelund,Thomas Knuth-Winterfeldt,Gitte Siem,Rita Angela,Bjarne Henriksen,Laura Kamis Wrang,Tue Frisk Petersen
tt0495116,Nina Persson,Amir Chamdin,Julia Alenius,Emil Almén,Björn Andersson,Patrik Bartosch,Hassan Brijany,Janne Carlsson,Maurits Carlsson,Claes Hartelius
tt0495032,Kangana Ranaut,Shiney Ahuja,Emraan Hashmi,Gulshan Grover,Vicky Ahuja,Hitanshu Lodhia,Sachin Karekar,Jeetpal,Zubeen Garg,Mahtim Munna
tt0493247,Ryô Katsuji,Aoi Miyazaki,Yûko Kotegawa,Masaru Hamaguchi,Toshikazu Fukawa,Ken'ichi Endô,Ren Ôsugi,Omi Minami,Atsuko Yuya,Kurumi Mamiya
tt0495686,Hannelore Elsner,Johannes Herrschmann,Anna De Carlo,Urs Remond,Bastian Trost,Michael Gerber,Guntram Brattia,Rainer Laupichler,Stefan Felmy,Lars Löllmann
tt0492960,,,,,,,,,,
tt0492912,Christian Oliver,Dean Stapleton,Courtney Mace,Jürgen Jones,Thomas Buesch,Philip Chidel,,,,
tt0495135,Peijiang Bai,Qiang Guo,Jing Hou,Jie Lu,Zhaoting Tian,Xingxing Zhang,,,,
tt0492945,John Bowles,Erin Stewart,Ashley Bowles,Larry Bowles,Rhonda Bowles,Vincent Fowler,Raymond Mason,,,
tt0494656,Sonya Salomaa,James Hyndman,David Boutin,Brendan Fletcher,Fred Ewanuick,Vlasta Vrana,Nadia Litz,Anne-Marie Cadieux,Wally MacKinnon,McKenzi Scott
tt0493264,Necati Sasmaz,Billy Zane,Ghassan Massoud,Bergüzar Korel,Gürkan Uygun,Kenan Çoban,Erhan Ufak,Diego Serrano,Gary Busey,Spencer Garrett
tt0494248,Leonard Roberts,J.R. Yenque,Carl Lewis,Anita Gillette,Daniel Pettrow,Karla Droege,Eva Thomas,Gregory Alan Williams,Corinne Van Ryck de Groot,Natasha McCrea
tt0493389,Pawan Kalyan,Asin Thottumkal,Sandhya,Lal,Venu Madhav,Nagendra Babu,Ashish Vidyarthi,Brahmaji,Siva Balaji,Tanikella Bharani
tt0494290,,,,,,,,,,
tt0496319,Mark Webber,Catalina Sandino Moreno,Laura Linney,Daniel Ross Owens,Glen Powell,Anne Clarke,Cherami Leigh,Josh Zuckerman,Michelle Williams,Jesse Harris
tt0495138,Israel Gómez Romero,Francisco José Gómez Romero,Jesús Olvera Mota,Jesús Manuel Olvera Rivero,Daniel Cano Carrillo,José Antonio Alcántara,Saray Gómez Romero,Teresa Vega,Ramón Romero,Antonio Tréllez
tt0495637,Nand Buyl,Marijke Pinoy,Viviane de Muynck,Leo Achten,Rachida Adouane,Safia Aggoune,Gaston Bertin,Paul Carpentier,Kris Coremans,Bart Dauwe
tt0494764,Ricky Davao,Glydel Mercado,Chin Chin Gutierrez,Assunta De Rossi,Juliana Palermo,Cogie Domingo,Cristine Reyes,Ken Punzalan,Jana Victoria,Paolo Serrano
tt0495237,Anders Matthesen,Laura Bro,Morten Suurballe,Lisbet Dahl,Helle Hertz,Andrea Vagn Jensen,Claus Flygare,John Martinus,Jesper Christensen,Niels Skousen
tt0496336,Rita Martins,João Cabral,Rafael d'Almeida,José Eduardo,Canto e Castro,Rogério Samora,Patrícia Bull,Helena Laureano,Paulo Pinto,Sofia Leite
tt0495824,Charlie Trairat,Chintara Sukapatana,Sirachuch Chienthaworn,Pakasit Pantural,Jirat Sukchaloen,Thanabodin Sukserisup,Nipawan Taveepornsawan,Suttipong Tudpitakkul,,
tt0496224,Mark Hefti,Kevin Fabian,Amanda Troop,Warren Draper,Gary M. Robbins,Luke Pennington,Bonnie Steiger,Nikki Jacobs,Mary Cronick,Jeff Erway Jr.
tt0496318,LaFaye Baker,Kelsee King-Devoreaux,April Weeden,Sharon Schaffer,Kym Washington Longino,,,,,
tt0496354,Holly Bernier,April Blackbird,Lois Brothers,Mike Butters,David Stuart Evans,Darcy Fehr,Deena Fontaine,Rayne Jimmy,John Kapelos,Stan Lesk
tt0496566,Peter Schneider,Karl-Fred Müller,Gitta Schweighöfer,Clemens Deindl,Eva-Maria Hagen,Gerhard Olschewski,Michaela Behal,Bernd Begemann,Robert Schulz,Dora Meinck
tt0496348,Burghart Klaußner,Lika Martinova,Marika Giorgobiani,Irm Hermann,Roland Schäfer,Dato Iashvili,,,,
tt0496226,Branislav Trifunovic,Nikola Vujovic,Milos Timotijevic,Marija Karan,Branko Vidakovic,Boris Komnenic,Nenad Jezdic,Gordan Kicic,Natasa Markovic,Ljubinka Klaric
tt0496237,Cecelia Antoinette,Hallie Brown,Monifa Fola Brown,Danielle Georgette Elliott,Neemisha,Tambay Amadi Obenson,,,,
tt0496254,Whitney Sneed,Adrian Casas,Derek Potts,Cole Raison,,,,,,
tt0496699,Gerardo Albarracín,Gabriela Bertolone,Rubén Fleitas,Silvia Gallegos,Ariadna Gil,Gastón Pauls,Rosa Raina,Marina Vilte,,
tt0496765,Yûji Oda,Kô Shibasaki,Yoshiki Arizono,Bengal,Gaku Hamada,Hisashi Igawa,Kôji Ishizaka,Katsuya Koiso,Mahiru Konno,Tôru Masuoka
tt0496693,Judy Ann Santos,Piolo Pascual,Hilda Koronel,Rio Locsin,Tommy Abuel,Marjorie Barretto,Chesca Garcia,Marco Alcaraz,J.C. Cuadrado,Paolo Paraiso
tt0496395,Sabrina Kruschwitz,Julia Kaufmann,Nadja Engel,Christian Kirste,Joachim Lätsch,Gundula Köster,Arthur Prost,Jakob Kraze,Muric Eldin,Norbert Hülm
tt0497137,Lim Soo-jung,Rain,Kim Byeong-Ok,Seong-hun Cheon,Hee-jin Choi,Joo-hee Eun,Yoo-rang Joo,Jung-yong Lee,Yong-nyeo Lee,Dal-su Oh
tt0497333,Jonathan Croom,Aaron Groben,Larry Laverty,Zachary Pratt,Jason Thayer,Shaman Wyn,Shaman Wynn,,,
tt0495846,Nawarat Techarathanaprasert,Patcharasri Benjamas,Sinitta Boonyasak,Marasri Issarangkul Na Ayuttaya,Winyu Jantrjao,Darunee Khrittabhunyalai,Naowarat Seusat,Nattawat Srimawk,Chaleumpol Tikumpornteerawong,
tt0497351,Cole Pensinger,Anna Kavan,Ryan White,Sarah Bing,Natalie Buller,Brendan McFadden,Chad Hartigan,Lorraine Bahr,,
tt0497941,Marika Lagercrantz,Mikael Samuelson,Philip Zandén,Sissela Kyle,Carl Kjellgren,Melinda Wrede,Pontus Gustafsson,Cecilia Frode,Mats Bergman,Wera Westholm
tt0496799,Melania Urbina,Magdyel Ugaz,Yvonne Frayssinet,Gustavo Bueno,Montserrat Carulla,Wendy Vásquez,Lluís Homar,Liliana Trujillo,Ricardo Morán,Raúl Varela
tt0497424,Diane Allemon,Ratnabali Bhattacharjee,Neil Bhoopalam,Robert C. Bonnell,Marty Bufalini,Brent Cassidy,Pauline V. Cheek,Alison Crockett,Phil Cuthbertson,Jesse Dean
tt0497365,Peter Mullan,Martin Compston,Gary Lewis,Steven Robertson,Angel Li,Hark Bohm,Li Jun Wang,Ren Hao,Shi Ming,Anna Breuer
tt0496853,Yun-shik Baek,Seung-hyeon Byeon,Yeo-jin Choi,Yun-ju Do,Hae-yoen Gil,Hee Jae,Hae-yeon Kil,Eung-soo Kim,,
tt0495749,Hannelore Elsner,Karl Kranzkowski,Adriana Altaras,Serpil Turhan,Joya Thome,Nicolai Thome,Cornelius Schwalm,Hansa Czypionka,Nicole Becker,Stephan Korves
tt0498282,Bobo Chan,Lawrence Cheng,Louis Cheung,Tung Cho 'Joe' Cheung,Suet-Fei Chiu,Endy Chow,Hark-On Fung,Eric Kot,Amanda Lee,Sze-Chit Lee
tt0496269,Sylta Fee Wegmann,Alice Dwyer,André Hennicke,Luís Guerra,Julika Jenkins,Pedro Hestnes,Luís Soveral,,,
tt0498134,Sylvie Testud,Stanislas Merhar,Olga Legrand,Pascal Bongard,George Babluani,Leo Gaparidze,Augustin Legrand,Levani,Beka Sikharulidze,Givi Sikharulidze
tt0495932,Jacob Matschenz,Andreas Schmidt,Johanna Gastdorf,Falk Rockstroh,Tim Egloff,Luana Bellinghausen,Philippe Modeß,Hanna Jürgens,Jens Münchow,Marc Zwinz
tt0497991,Natalia Dontcheva,Denis Podalydès,Hippolyte Girardot,László Szabó,Bernard Blancan,Julie Debazac,Michel Scotto di Carlo,Tamara Krcunovic,Frédéric Bouchet,Jean Bedouret
tt0498120,Sabine Azéma,Isabelle Carré,Laura Morante,Pierre Arditi,André Dussollier,Lambert Wilson,Claude Rich,Françoise Gillard,Anne Kessler,Roger Mollien
tt0496406,Sarah Pratt,Clément Sibony,Philippe Morier-Genoud,Charlotte Hellekant,Mireille Delunsch,Cassandre Berthon,Nicolas Cavallier,Leo Hussain,José Neves,
tt0497534,Peeya Rai Chowdhary,Chaitanya Deshpande,Sharad Deshpande,,,,,,,
tt0498326,Victoire Milandu,Ann Warungu,Annette Badland,Agron Biba,Tracey Briggs,Lauren Carne,Cristina Catalina,Pushpinder Chani,Carl Coleman,Lisa Dwyer Hogg
tt0498380,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryo Kase,Shidô Nakamura,Hiroshi Watanabe,Takumi Bando,Yuki Matsuzaki,Takashi Yamaguchi,Eijiro Ozaki
tt0496276,Charlex Duhon,Venecia Small,Kalid Ross,Brodrick January,Valentino Webb,Damian Smith,Leah Raine,James Caldwell,Marlon Credit,Brandon Darden
tt0496408,Roy Dupuis,Jane McGregor,Gordon Tootoosis,David Fox,Lindsey Cote,Ron Payne,Jim Calarco,Sally Macdonald,Bob Clout,Claire Calarco
tt0498118,Cécile de France,Roschdy Zem,Pascal Elbé,Jean-Pierre Cassel,Martine Chevallier,Bérangère Bonvoisin,Leïla Bekhti,Naima Lamcharki,Antoine Chappey,Mickaël Masclet
tt0497273,Uliks Fehmiu,Nada Sargin,Nebojsa Glogovac,Lazar Ristovski,Ljubomir Bandovic,Radmila Tomovic,Danica Ristovski,Ana Markovic,Milos Vlalukin,Jelena Djokic
tt0497899,Tana Schanzara,Ernst Stötzner,Magdalena van den Hoven,Hartmut Stanke,Elfriede Müller,Johann Blömeke,Elli Altegoer,Rosa-Maria Vogt,Ingrid Urbainski,Anneliese Hacker
tt0497976,Peter Haber,Amanda Renberg,Per Mattsson,Kajsa Ernst,Antti Reini,Michalis Koutsogiannakis,Joakim Lindblad,Rachel Mohlin,Tuva Novotny,Eddie Axberg
tt0498203,Mike Adler,Florian Renner,Elyas M'Barek,Jacob Matschenz,Alexander Held,Patrick von Blume,David Mayonga,Vincenzo Rosso,Kristina Karst,Karina Fallenstein
tt0498125,Maïwenn,Pascal Greggory,Hélène de Fougerolles,Aurélien Recoing,Mélanie Thierry,Marie-France Pisier,Yannick Soulier,Marie-Sophie L.,Franck Bussi,Rita Dalle
tt0497986,Ha Jung-woo,Ji-Yeon Park,Jung Gyu Woon,Jun-yeong Jang,Ji-heon Kim,Seong-min Kim,Suh Won Oh,Kiki Sugino,Hyun-Ah Sung,
tt0497024,Giovanni Agrò,Riccardo Cicogna,Carolina Felline,Elio Germano,Perla Giordano,Alessandro Idonea,Gilberto Idonea,Osasere Imafidon,Genti Kame,Ernesto Mahieux
tt0497876,Ryûhei Matsuda,Masanobu Andô,Shunsuke Kubozuka,Kiyohiko Shibukawa,Jo Kanamori,Ken'ichi Endô,Renji Ishibashi,Ryo Ishibashi,Soji Arai,Shirô Kazuki
tt0498505,Akira Terao,Eri Fukatsu,Takanari Saito,Hidetaka Yoshioka,Ruriko Asaoka,Hisashi Igawa,Ryôya Abe,Shô Abe,Takayasu Andô,Yuni Aritomi
tt0497401,Adam Nee,Shalom Harlow,Jane Bradbury,James Urbaniak,Sarah Grace Wilson,Ben Brock,Daniella Alonso,Frank Weldon,Christopher Wynkoop,Albert Macklin
tt0497506,Geneviève Casile,Didier Sauvegrain,Brigitte Sy,Christian Blanc,Antoine Barraud,Georges Borgogno,Claire Dubien,,,
tt0497701,Natalia Wörner,Eric Nguyen,Monic Arijanto,Santha Leng,Lephen Purwanto,Liam Nguyen,,,,
tt0498305,Kiichi Nakai,Takeshi Kaga,Hatsunori Hasegawa,Masatô Ibu,Charles Ayres,Daniel Amalm,Dennis Falt,Ikuji Nakamura,Masahiko Tsugawa,Nene Ôtsuka
tt0498605,Tasuku Emoto,Sôsuke Ikematsu,Takuya Ishida,Tomohiro Kaku,Shihori Kanjiya,Rosa Katô,Ryô Katô,Narumi Konno,Madoka Matsuda,Kaho Minami
tt0498103,Julien Cochelin,Annie Cordy,Pascal Cervo,Dominique Reymond,Dorine Bouteiller,Jean-Yves Chatelais,Florence Giorgetti,Thomas Laroppe,Nicolas Leclère,Fattouma Ousliha Bouamari
tt0499072,Kresimir Mikic,Mei Sun,Leon Lucev,Armin Omerovic,Emir Hadzihafizbegovic,Ivo Gregurevic,Slobodan Maksimovic,Zijah Sokolovic,Darijo Velican,Elena Dlesk
tt0499467,Edgar Ramírez,Erich Wildpret,Seu Jorge,Angélica Aragón,Álvaro Bayona,Cristina Dieckman,Gaby Espino,Dimas González,Jean Paul Leroux,José Longa
tt0498587,Kôji Yakusho,Takako Matsu,Kôichi Satô,Shingo Katori,Ryôko Shinohara,Keiko Toda,Katsuhisa Namase,Kumiko Asô,You,Joe Odagiri
tt0498097,Ebru Ceylan,Nuri Bilge Ceylan,Nazan Kesal,Mehmet Eryilmaz,Arif Asçi,Can Özbatur,Ufuk Bayraktar,Fatma Ceylan,Emin Ceylan,Semra Yilmaz
tt0499141,Chapman To,Isabella Leong,Josie Ho,Derek Tsang,Anthony Chau-Sang Wong,Sui-Man Chim,Louise Hodgson,Hiu-Wah Chan,Steven Cheung,Kenny Kin-Man Chung
tt0499262,Erkan Can,Meray Ülgen,Güven Kiraç,Öznur Kula,Erman Saban,Settar Tanriögen,Engin Günaydin,Murat Cemcir,Müfit Aytekin,Feridun Koç
tt0499025,Johan Hallström,Noomi Rapace,Saga Gärde,Richard Ulfsäter,Cecilia Häll,Emil Stoltz,Andreas Karoliussen,Elinor Nilsson,Martin Wallström,Catherine Jeppsson
tt0498370,Taye Alofomba,Prince Emeka Ani,Blessing Felicia Anthony,Chinasa Anwanyu,Oscar Atuma,Pascal Atuma,Emayatzy Corinealdi,Paul Cypriano,Demola Damilare,Vida Darko
tt0499238,Orgyen Tobgyal,Kelsang Chukie Tethtong,Jamyang Lodro,Jamyang Nyima,Kelsang Chukie Tethong,Lhakpa Tsamchoe,,,,
tt0499335,Atila Pesiani,Mahmoud Kalari,Ahmad Hamed,Omid Roohani,Fatemah Motamed-Aria,Mahnaz Afshar,Siamak Ehsaii,Reza Kianian,Mitra Gorji,Ra'na Azadivar
tt0498339,Charles Allen,Nathan Grubbs,Alex Petrovitch,Gabrielle Sfardini,Ed Zajac,Kate Adair,Albert H. Bongard IV,Matthew Carroll,Kristi Chalaire,Reid Collums
tt0498800,José Garcia,Natalia Verbeke,Jordi Mollà,Ana Álvarez,Mercè Llorens,Abel Folk,Ricard Borràs,Manuel Galiana,Tomás del Estal,Mar Regueras
tt0498846,Tomer Steinhof,Ronit Yudkevitz,Shai Avivi,Pini Tavger,Gal Zaid,Henri Garcin,Danielle Kitsis,Idit Tzur,Yosef Carmon,Sharon Zuckerman
tt0499348,Hamid Reza Pegah,Setareh Eskandari,Maryam Moghadam,Arash Aasefi,Niousha Zeighami,Pantea Panahiha,Ghorban Najafi,Arsallan Abdollahi,Hutan Mokri,Hamid Mahindoost
tt0499484,Tom Sizemore,Stephen Baldwin,Carol Abney,Jacob Bonnema,Tricia Helfer,Matt Medrano,Philip Moon,Paula Jai Parker,Huntley Ritter,Jack Scalia
tt0499166,Mitra Hajjar,Ali Nicksaulat,Said Orkani,Hashem Abdi,Zahra Jafari,Naser Madahi,Safari Ghassemi,Valiollah Sali,Hossein Hadgbegi,Mohammad Nazari
tt0499596,Marlee Matlin,Elaine Hendrix,Barry Newman,Armin Shimerman,Robert Bailey Jr.,John Ross Bowie,Larry Brandenburg,William Joseph Elk III,Danielle Serra,James Langston Drake
tt0499157,Paulus Manker,August Diehl,Michael Ostrowski,Pia Hierzegger,Maria Bill,Martina Zinner,Brigitte Kren,Loretta Pflaum,Martina Poel,Andreas Kiendl
tt0499095,Jan Malmsjö,Ghita Nørby,Erland Josephson,Simon Norrthon,Victoria Olmarker,Anne-Lise Gabold,Malin Ek,Inger Hayman,Danilo Bejarano,Pjotr Giro
tt0499333,Péter Takátsy,Györgyi Kari,István Diák,Teréz Vass,Béla Stubnya,Gábor Dióssi,Anita Tóth,Orsi Németh,Erzsébet Bodor,Kristóf Novák
tt0499425,Miyoko Asô,Moeko Ezawa,Takao Handa,Masato Irie,Terry Ito,Hiroto Itô,Takeshi Katô,Kika Nishimura,Kôji Ohkura,Yasuko Tajima
tt0499604,Lane West,Danielle Egnew,Larrs Jackson,Rife Sibley,Charley Rossman,Twink Caplan,Fleet Cooper,Sheena Metal,Alex Alvarez,Natalie Anderson
tt0499537,Sima Mobarak-Shahi,Shayesteh Irani,Ayda Sadeqi,Mohammad Asarian,Golnaz Farmani,Mahnaz Zabihi,Nazanin Sediq-zadeh,Melika Shafahi,Safdar Samandar,Mohammad Kheir-abadi
tt0499075,Mark Bedell,Victor Campos,Matthew Carroll,Seymour Cassel,Mark Charran,Tim Considine,Ivan Davila,Kevin Deen,Justin Warren Downing,Ross Hagen
tt0499204,Pelin Batu,Emre Kinay,Arzu Yanardag,Fikret Hakan,Yildirim Bayazit,Yesim Gül Aksar,Mustafa Turan,Mustafa Uzunyilmaz,Selma Sonat,Nevzat Senol
tt0499455,Luisa Williams,Josh Philip Weinstein,Gareth Saxe,Nyambi Nyambi,Frank Dattolo,Annemarie Lawless,Teo Yoo,Richard Morant,Jennifer Camilo,Rosemary Apolinaris
tt0499101,Jürgen Vogel,Sabine Timoteo,André Hennicke,Manfred Zapatka,Judith Engel,Anna Brass,Anne-Kathrin Golinsky,Maya Bothe,Frank Wickermann,Anna De Carlo
tt0499603,,,,,,,,,,
tt0499362,Shun Sugata,Harumi Inoue,Reila Aphrodite,Takayoshi Arai,Honoka Asada,Tadao Fujimura,Ikki Funaki,Kunihiko Ida,Gen Idemitsu,Yasunari Kawabata
tt0499586,Ola Rapace,Lembit Ulfsak,Liina Olmaru,Kristiine Pajussaar,Margus Prangel,Bisse Unger,Anja Lundqvist,Olga Wollgård,Belle Wheis,Jacob Ericksson
tt0757223,Min-su Choi,Hyun Dong,Lee Eol,Se-jin Jang,An Jo,Won-jung Kim,Bong-gyu Lee,Hyun-Woo Lee,Sung-Jae Lee,Hyung-joo Moon
tt0757193,Boris Aljinovic,Anna Thalbach,Proschat Madani,Constanze Pröbster,Frank Giering,Luc Feit,Mavie Hörbiger,Andreas Hoppe,Gojko Mitic,Toni Snetberger
tt0756331,Borys Szyc,Agnieszka Grochowska,Robert Wieckiewicz,Stanislawa Celinska,Bozena Kluska,Marta Bulacinska,Michal Czaja,Anna Kluska,Kamil Krawczyk,Tomasz Krawczyk
tt0756676,Noah Gsell,Barbara Heynen,Milan Peschel,Barbara Terpoorten,,,,,,
tt0757194,Jong-ryol Choi,Gyo-jin Hong,Min-Jung Kim,Beom-su Lee,Dal-su Oh,Tae-kyung Oh,Han Suk-kyu,Sang-hwa Yoon,,
tt0757933,Kris Aquino,Claudine Barretto,Wendell Ramos,Boots Anson-Roa,Ronaldo Valdez,Bernard Palanca,Liza Lorena,Maja Salvador,Raquel Villavicencio,Jhong Hilario
